client_id	path	sentence	up_votes	down_votes	age	gender	accents	variant	locale	segment
a86f5e91c9dc79f2f9f5878b6e42d6ccd64ab1e9c6fb9c2c2c0bdf980ad0ab9650e99dafa51dc8b2bae440832b0e00a52d2cc54738348bbff92b45ec21986a3d	common_voice_cs_39580442.mp3	osm	2	0					cs	Benchmark
a86f5e91c9dc79f2f9f5878b6e42d6ccd64ab1e9c6fb9c2c2c0bdf980ad0ab9650e99dafa51dc8b2bae440832b0e00a52d2cc54738348bbff92b45ec21986a3d	common_voice_cs_39583813.mp3	šest	2	0					cs	Benchmark
0c77c175f7538cd9be4bfccdc9dd96ce19db08695f6768795c3da59fb7281704f4961f363aa59defa46253f6a1b04f70cbd97d2c9dead15bee46bfa89cd5684f	common_voice_cs_38533312.mp3	ano	2	0			bez přízvuku		cs	Benchmark
0c77c175f7538cd9be4bfccdc9dd96ce19db08695f6768795c3da59fb7281704f4961f363aa59defa46253f6a1b04f70cbd97d2c9dead15bee46bfa89cd5684f	common_voice_cs_38533313.mp3	nula	2	0			bez přízvuku		cs	Benchmark
0c77c175f7538cd9be4bfccdc9dd96ce19db08695f6768795c3da59fb7281704f4961f363aa59defa46253f6a1b04f70cbd97d2c9dead15bee46bfa89cd5684f	common_voice_cs_38533315.mp3	šest	2	0			bez přízvuku		cs	Benchmark
0c77c175f7538cd9be4bfccdc9dd96ce19db08695f6768795c3da59fb7281704f4961f363aa59defa46253f6a1b04f70cbd97d2c9dead15bee46bfa89cd5684f	common_voice_cs_38533316.mp3	pět	2	0			bez přízvuku		cs	Benchmark
0c77c175f7538cd9be4bfccdc9dd96ce19db08695f6768795c3da59fb7281704f4961f363aa59defa46253f6a1b04f70cbd97d2c9dead15bee46bfa89cd5684f	common_voice_cs_38533318.mp3	ne	2	0			bez přízvuku		cs	Benchmark
1631fafc4b7d38246a839ec4e6e1157d1ff26ab603e7671b5c4d152248730c021dd725206454797e1758d860001aa42aff3c0d39c6b0a201054f717b81973d56	common_voice_cs_39574234.mp3	šest	2	0			pražský		cs	Benchmark
1631fafc4b7d38246a839ec4e6e1157d1ff26ab603e7671b5c4d152248730c021dd725206454797e1758d860001aa42aff3c0d39c6b0a201054f717b81973d56	common_voice_cs_39574235.mp3	nula	2	0			pražský		cs	Benchmark
1631fafc4b7d38246a839ec4e6e1157d1ff26ab603e7671b5c4d152248730c021dd725206454797e1758d860001aa42aff3c0d39c6b0a201054f717b81973d56	common_voice_cs_39574236.mp3	tři	2	0			pražský		cs	Benchmark
1631fafc4b7d38246a839ec4e6e1157d1ff26ab603e7671b5c4d152248730c021dd725206454797e1758d860001aa42aff3c0d39c6b0a201054f717b81973d56	common_voice_cs_39574237.mp3	čtyři	2	0			pražský		cs	Benchmark
1631fafc4b7d38246a839ec4e6e1157d1ff26ab603e7671b5c4d152248730c021dd725206454797e1758d860001aa42aff3c0d39c6b0a201054f717b81973d56	common_voice_cs_39574239.mp3	pět	2	0			pražský		cs	Benchmark
3335c496eb6928b38caee970aa2abb4b76c89db6cc88a5d5ed7b6ff7ff9fa7a2a52d6fba320a822a555bd1ab3db453e758d692aba78cb9636ab0f68ade9d4f29	common_voice_cs_38548260.mp3	čtyři	2	0			Praha		cs	Benchmark
3335c496eb6928b38caee970aa2abb4b76c89db6cc88a5d5ed7b6ff7ff9fa7a2a52d6fba320a822a555bd1ab3db453e758d692aba78cb9636ab0f68ade9d4f29	common_voice_cs_38548261.mp3	dva	2	0			Praha		cs	Benchmark
3335c496eb6928b38caee970aa2abb4b76c89db6cc88a5d5ed7b6ff7ff9fa7a2a52d6fba320a822a555bd1ab3db453e758d692aba78cb9636ab0f68ade9d4f29	common_voice_cs_38548262.mp3	tři	2	0			Praha		cs	Benchmark
3335c496eb6928b38caee970aa2abb4b76c89db6cc88a5d5ed7b6ff7ff9fa7a2a52d6fba320a822a555bd1ab3db453e758d692aba78cb9636ab0f68ade9d4f29	common_voice_cs_38548263.mp3	šest	2	0			Praha		cs	Benchmark
3335c496eb6928b38caee970aa2abb4b76c89db6cc88a5d5ed7b6ff7ff9fa7a2a52d6fba320a822a555bd1ab3db453e758d692aba78cb9636ab0f68ade9d4f29	common_voice_cs_38548264.mp3	ne	2	0			Praha		cs	Benchmark
3dd80aab4b14ed18beb76a5747a9d627de92079f91baaf60d8ade3839fe16b3e38c904ad6d92c4af5ffdb01153473ea1996689dcede2cffd575e83ebb13b7e99	common_voice_cs_38577343.mp3	pět	2	0					cs	Benchmark
3dd80aab4b14ed18beb76a5747a9d627de92079f91baaf60d8ade3839fe16b3e38c904ad6d92c4af5ffdb01153473ea1996689dcede2cffd575e83ebb13b7e99	common_voice_cs_38577344.mp3	čtyři	2	0					cs	Benchmark
3dd80aab4b14ed18beb76a5747a9d627de92079f91baaf60d8ade3839fe16b3e38c904ad6d92c4af5ffdb01153473ea1996689dcede2cffd575e83ebb13b7e99	common_voice_cs_38577345.mp3	ano	2	0					cs	Benchmark
3dd80aab4b14ed18beb76a5747a9d627de92079f91baaf60d8ade3839fe16b3e38c904ad6d92c4af5ffdb01153473ea1996689dcede2cffd575e83ebb13b7e99	common_voice_cs_38577346.mp3	dva	2	0					cs	Benchmark
3dd80aab4b14ed18beb76a5747a9d627de92079f91baaf60d8ade3839fe16b3e38c904ad6d92c4af5ffdb01153473ea1996689dcede2cffd575e83ebb13b7e99	common_voice_cs_38577347.mp3	šest	2	0					cs	Benchmark
4722c13eb10f3dfd47f88151b02afc1f67a2fa23c3a42aa6962fb11f89bae9845720f50b272b23c174815a96d55cc2032b3ce817ac247ffac1f4b1ebe98b51f3	common_voice_cs_39572285.mp3	šest	2	0			pražský		cs	Benchmark
4722c13eb10f3dfd47f88151b02afc1f67a2fa23c3a42aa6962fb11f89bae9845720f50b272b23c174815a96d55cc2032b3ce817ac247ffac1f4b1ebe98b51f3	common_voice_cs_39572286.mp3	tři	2	0			pražský		cs	Benchmark
4722c13eb10f3dfd47f88151b02afc1f67a2fa23c3a42aa6962fb11f89bae9845720f50b272b23c174815a96d55cc2032b3ce817ac247ffac1f4b1ebe98b51f3	common_voice_cs_39572289.mp3	pět	2	0			pražský		cs	Benchmark
4722c13eb10f3dfd47f88151b02afc1f67a2fa23c3a42aa6962fb11f89bae9845720f50b272b23c174815a96d55cc2032b3ce817ac247ffac1f4b1ebe98b51f3	common_voice_cs_39572292.mp3	dva	2	0			pražský		cs	Benchmark
4722c13eb10f3dfd47f88151b02afc1f67a2fa23c3a42aa6962fb11f89bae9845720f50b272b23c174815a96d55cc2032b3ce817ac247ffac1f4b1ebe98b51f3	common_voice_cs_39572293.mp3	ne	2	0			pražský		cs	Benchmark
52e8de4c171e9ced586f22a72ca14e932c08274bc82536d2bcbeb78e910e1c6e79ca7ff0aaa47519a10ef9b82b0461b84dba5dc663afe1992f061b8bda4a2e76	common_voice_cs_38508582.mp3	osm	2	0					cs	Benchmark
52e8de4c171e9ced586f22a72ca14e932c08274bc82536d2bcbeb78e910e1c6e79ca7ff0aaa47519a10ef9b82b0461b84dba5dc663afe1992f061b8bda4a2e76	common_voice_cs_38508583.mp3	devět	2	0					cs	Benchmark
52e8de4c171e9ced586f22a72ca14e932c08274bc82536d2bcbeb78e910e1c6e79ca7ff0aaa47519a10ef9b82b0461b84dba5dc663afe1992f061b8bda4a2e76	common_voice_cs_38508584.mp3	sedm	2	0					cs	Benchmark
52e8de4c171e9ced586f22a72ca14e932c08274bc82536d2bcbeb78e910e1c6e79ca7ff0aaa47519a10ef9b82b0461b84dba5dc663afe1992f061b8bda4a2e76	common_voice_cs_38508585.mp3	čtyři	2	0					cs	Benchmark
52e8de4c171e9ced586f22a72ca14e932c08274bc82536d2bcbeb78e910e1c6e79ca7ff0aaa47519a10ef9b82b0461b84dba5dc663afe1992f061b8bda4a2e76	common_voice_cs_38508586.mp3	ne	2	0					cs	Benchmark
797430bcaa5560ab83ca8b329087ad5751ad11b1ef5e3f1cec857caec64477e98ad3ad8534719d4ae1cada723f9ca668d2b91a3da278316ea7a943680ccd57f0	common_voice_cs_38577338.mp3	tři	2	0			nerodily mluvci		cs	Benchmark
797430bcaa5560ab83ca8b329087ad5751ad11b1ef5e3f1cec857caec64477e98ad3ad8534719d4ae1cada723f9ca668d2b91a3da278316ea7a943680ccd57f0	common_voice_cs_38577339.mp3	jedna	2	0			nerodily mluvci		cs	Benchmark
797430bcaa5560ab83ca8b329087ad5751ad11b1ef5e3f1cec857caec64477e98ad3ad8534719d4ae1cada723f9ca668d2b91a3da278316ea7a943680ccd57f0	common_voice_cs_38577340.mp3	sedm	2	1			nerodily mluvci		cs	Benchmark
797430bcaa5560ab83ca8b329087ad5751ad11b1ef5e3f1cec857caec64477e98ad3ad8534719d4ae1cada723f9ca668d2b91a3da278316ea7a943680ccd57f0	common_voice_cs_38577341.mp3	devět	2	0			nerodily mluvci		cs	Benchmark
797430bcaa5560ab83ca8b329087ad5751ad11b1ef5e3f1cec857caec64477e98ad3ad8534719d4ae1cada723f9ca668d2b91a3da278316ea7a943680ccd57f0	common_voice_cs_38577342.mp3	ne	2	0			nerodily mluvci		cs	Benchmark
7edbe8680dedbbcf198dd43aae2d0871373249ae34e556b25b40adea0fd8766f9daa550d49e076e8232eb6859f70ba87e00dd82c4f19620117571c5fd6f3b7cc	common_voice_cs_38548743.mp3	jedna	2	0	teens	male			cs	Benchmark
7edbe8680dedbbcf198dd43aae2d0871373249ae34e556b25b40adea0fd8766f9daa550d49e076e8232eb6859f70ba87e00dd82c4f19620117571c5fd6f3b7cc	common_voice_cs_38548744.mp3	dva	2	0	teens	male			cs	Benchmark
7edbe8680dedbbcf198dd43aae2d0871373249ae34e556b25b40adea0fd8766f9daa550d49e076e8232eb6859f70ba87e00dd82c4f19620117571c5fd6f3b7cc	common_voice_cs_38548745.mp3	devět	2	0	teens	male			cs	Benchmark
7edbe8680dedbbcf198dd43aae2d0871373249ae34e556b25b40adea0fd8766f9daa550d49e076e8232eb6859f70ba87e00dd82c4f19620117571c5fd6f3b7cc	common_voice_cs_38548746.mp3	šest	2	0	teens	male			cs	Benchmark
7edbe8680dedbbcf198dd43aae2d0871373249ae34e556b25b40adea0fd8766f9daa550d49e076e8232eb6859f70ba87e00dd82c4f19620117571c5fd6f3b7cc	common_voice_cs_38548747.mp3	sedm	2	0	teens	male			cs	Benchmark
8a663ca54a3f89ec251e6a4055121ff85a9025e014c146610ee9211411ba7b4b1f395a1a66092f856ef7e303d058f4c0afb39d1b0eec7b9a98ee9891d0429c8c	common_voice_cs_38569196.mp3	tři	2	0					cs	Benchmark
8a663ca54a3f89ec251e6a4055121ff85a9025e014c146610ee9211411ba7b4b1f395a1a66092f856ef7e303d058f4c0afb39d1b0eec7b9a98ee9891d0429c8c	common_voice_cs_38569197.mp3	šest	2	0					cs	Benchmark
8a663ca54a3f89ec251e6a4055121ff85a9025e014c146610ee9211411ba7b4b1f395a1a66092f856ef7e303d058f4c0afb39d1b0eec7b9a98ee9891d0429c8c	common_voice_cs_38569198.mp3	osm	2	1					cs	Benchmark
8a663ca54a3f89ec251e6a4055121ff85a9025e014c146610ee9211411ba7b4b1f395a1a66092f856ef7e303d058f4c0afb39d1b0eec7b9a98ee9891d0429c8c	common_voice_cs_38569199.mp3	čtyři	2	0					cs	Benchmark
8a663ca54a3f89ec251e6a4055121ff85a9025e014c146610ee9211411ba7b4b1f395a1a66092f856ef7e303d058f4c0afb39d1b0eec7b9a98ee9891d0429c8c	common_voice_cs_38569200.mp3	nula	2	0					cs	Benchmark
8eae5c506427417bfcbd88029eb16555947a75b5d5bc3858adc8f7c71c3ed422d41baef2ca902c89ed8a22b4395584c3890b4de7f73451aae2545200d78be623	common_voice_cs_39574292.mp3	osm	2	0					cs	Benchmark
8eae5c506427417bfcbd88029eb16555947a75b5d5bc3858adc8f7c71c3ed422d41baef2ca902c89ed8a22b4395584c3890b4de7f73451aae2545200d78be623	common_voice_cs_39574294.mp3	jedna	2	0					cs	Benchmark
8eae5c506427417bfcbd88029eb16555947a75b5d5bc3858adc8f7c71c3ed422d41baef2ca902c89ed8a22b4395584c3890b4de7f73451aae2545200d78be623	common_voice_cs_39574295.mp3	sedm	2	0					cs	Benchmark
8eae5c506427417bfcbd88029eb16555947a75b5d5bc3858adc8f7c71c3ed422d41baef2ca902c89ed8a22b4395584c3890b4de7f73451aae2545200d78be623	common_voice_cs_39574297.mp3	dva	2	0					cs	Benchmark
8eae5c506427417bfcbd88029eb16555947a75b5d5bc3858adc8f7c71c3ed422d41baef2ca902c89ed8a22b4395584c3890b4de7f73451aae2545200d78be623	common_voice_cs_39574299.mp3	ne	2	0					cs	Benchmark
d5cd50e61679f989325db02279c1571233baa007a30f120aff6d5e5552d2219ed58d12f3d63e7dc73d71f4c1e72ecc36a0ca7d8d984efb88eaf42078010e2d99	common_voice_cs_38549025.mp3	šest	2	0					cs	Benchmark
d5cd50e61679f989325db02279c1571233baa007a30f120aff6d5e5552d2219ed58d12f3d63e7dc73d71f4c1e72ecc36a0ca7d8d984efb88eaf42078010e2d99	common_voice_cs_38549026.mp3	ano	2	0					cs	Benchmark
d5cd50e61679f989325db02279c1571233baa007a30f120aff6d5e5552d2219ed58d12f3d63e7dc73d71f4c1e72ecc36a0ca7d8d984efb88eaf42078010e2d99	common_voice_cs_38549027.mp3	jedna	2	0					cs	Benchmark
d5cd50e61679f989325db02279c1571233baa007a30f120aff6d5e5552d2219ed58d12f3d63e7dc73d71f4c1e72ecc36a0ca7d8d984efb88eaf42078010e2d99	common_voice_cs_38549028.mp3	nula	2	0					cs	Benchmark
d5cd50e61679f989325db02279c1571233baa007a30f120aff6d5e5552d2219ed58d12f3d63e7dc73d71f4c1e72ecc36a0ca7d8d984efb88eaf42078010e2d99	common_voice_cs_38549029.mp3	osm	2	1					cs	Benchmark
ed923189f942511090975f4619dfe3d63bb7bb05dca2afaf2b384b629ab8aa9d56f4537c4a6f31729d5e095ef1aceb486723dadec36c8851586e6b867dd5d975	common_voice_cs_38894992.mp3	pět	2	0					cs	Benchmark
ed923189f942511090975f4619dfe3d63bb7bb05dca2afaf2b384b629ab8aa9d56f4537c4a6f31729d5e095ef1aceb486723dadec36c8851586e6b867dd5d975	common_voice_cs_38894993.mp3	dva	2	0					cs	Benchmark
ed923189f942511090975f4619dfe3d63bb7bb05dca2afaf2b384b629ab8aa9d56f4537c4a6f31729d5e095ef1aceb486723dadec36c8851586e6b867dd5d975	common_voice_cs_38894994.mp3	osm	2	0					cs	Benchmark
ed923189f942511090975f4619dfe3d63bb7bb05dca2afaf2b384b629ab8aa9d56f4537c4a6f31729d5e095ef1aceb486723dadec36c8851586e6b867dd5d975	common_voice_cs_38894995.mp3	jedna	2	0					cs	Benchmark
ed923189f942511090975f4619dfe3d63bb7bb05dca2afaf2b384b629ab8aa9d56f4537c4a6f31729d5e095ef1aceb486723dadec36c8851586e6b867dd5d975	common_voice_cs_38894996.mp3	ne	2	0					cs	Benchmark
601690e0daf1df9e7ca37d949d89746c4265ebd482ce9abbd21995fa436595d0cdcacf0f2cce86c360a258d2cd9fde538fb8581385e3f384ff96a68195e5d6c2	common_voice_cs_38856851.mp3	šest	2	0					cs	Benchmark
601690e0daf1df9e7ca37d949d89746c4265ebd482ce9abbd21995fa436595d0cdcacf0f2cce86c360a258d2cd9fde538fb8581385e3f384ff96a68195e5d6c2	common_voice_cs_38856852.mp3	devět	2	0					cs	Benchmark
601690e0daf1df9e7ca37d949d89746c4265ebd482ce9abbd21995fa436595d0cdcacf0f2cce86c360a258d2cd9fde538fb8581385e3f384ff96a68195e5d6c2	common_voice_cs_38856853.mp3	sedm	2	0					cs	Benchmark
601690e0daf1df9e7ca37d949d89746c4265ebd482ce9abbd21995fa436595d0cdcacf0f2cce86c360a258d2cd9fde538fb8581385e3f384ff96a68195e5d6c2	common_voice_cs_38856854.mp3	jedna	2	0					cs	Benchmark
601690e0daf1df9e7ca37d949d89746c4265ebd482ce9abbd21995fa436595d0cdcacf0f2cce86c360a258d2cd9fde538fb8581385e3f384ff96a68195e5d6c2	common_voice_cs_38856855.mp3	tři	2	0					cs	Benchmark
601690e0daf1df9e7ca37d949d89746c4265ebd482ce9abbd21995fa436595d0cdcacf0f2cce86c360a258d2cd9fde538fb8581385e3f384ff96a68195e5d6c2	common_voice_cs_38856863.mp3	osm	2	0					cs	Benchmark
601690e0daf1df9e7ca37d949d89746c4265ebd482ce9abbd21995fa436595d0cdcacf0f2cce86c360a258d2cd9fde538fb8581385e3f384ff96a68195e5d6c2	common_voice_cs_38856864.mp3	nula	2	0					cs	Benchmark
df4f79b45ea4a3f8d6e7ba4a4272f7f9cbd72c3f5dd8cd5e7a841653d38783bd2e9c2386048bc45960a3081e5d8a4ee81cdf7b844ba9f6cc2edd763a56e737c5	common_voice_cs_38763604.mp3	šest	2	1					cs	Benchmark
df4f79b45ea4a3f8d6e7ba4a4272f7f9cbd72c3f5dd8cd5e7a841653d38783bd2e9c2386048bc45960a3081e5d8a4ee81cdf7b844ba9f6cc2edd763a56e737c5	common_voice_cs_38763605.mp3	dva	2	0					cs	Benchmark
df4f79b45ea4a3f8d6e7ba4a4272f7f9cbd72c3f5dd8cd5e7a841653d38783bd2e9c2386048bc45960a3081e5d8a4ee81cdf7b844ba9f6cc2edd763a56e737c5	common_voice_cs_38763606.mp3	nula	2	1					cs	Benchmark
df4f79b45ea4a3f8d6e7ba4a4272f7f9cbd72c3f5dd8cd5e7a841653d38783bd2e9c2386048bc45960a3081e5d8a4ee81cdf7b844ba9f6cc2edd763a56e737c5	common_voice_cs_38763607.mp3	pět	2	0					cs	Benchmark
df4f79b45ea4a3f8d6e7ba4a4272f7f9cbd72c3f5dd8cd5e7a841653d38783bd2e9c2386048bc45960a3081e5d8a4ee81cdf7b844ba9f6cc2edd763a56e737c5	common_voice_cs_38763608.mp3	čtyři	2	1					cs	Benchmark
df4f79b45ea4a3f8d6e7ba4a4272f7f9cbd72c3f5dd8cd5e7a841653d38783bd2e9c2386048bc45960a3081e5d8a4ee81cdf7b844ba9f6cc2edd763a56e737c5	common_voice_cs_38763609.mp3	sedm	2	1	fourties	male			cs	Benchmark
df4f79b45ea4a3f8d6e7ba4a4272f7f9cbd72c3f5dd8cd5e7a841653d38783bd2e9c2386048bc45960a3081e5d8a4ee81cdf7b844ba9f6cc2edd763a56e737c5	common_voice_cs_38763610.mp3	jedna	2	0	fourties	male			cs	Benchmark
401f38ae2c553f1ebf6e6d9d6987ff45eb42adafead86a39f76e6dc0d357bcba1af3c36777ec13bfe128b6e96ac77d9eae73190f313b1ff87c575c7433377bde	common_voice_cs_39341557.mp3	šest	2	1					cs	Benchmark
401f38ae2c553f1ebf6e6d9d6987ff45eb42adafead86a39f76e6dc0d357bcba1af3c36777ec13bfe128b6e96ac77d9eae73190f313b1ff87c575c7433377bde	common_voice_cs_39341558.mp3	pět	2	0					cs	Benchmark
401f38ae2c553f1ebf6e6d9d6987ff45eb42adafead86a39f76e6dc0d357bcba1af3c36777ec13bfe128b6e96ac77d9eae73190f313b1ff87c575c7433377bde	common_voice_cs_39341559.mp3	devět	2	0					cs	Benchmark
401f38ae2c553f1ebf6e6d9d6987ff45eb42adafead86a39f76e6dc0d357bcba1af3c36777ec13bfe128b6e96ac77d9eae73190f313b1ff87c575c7433377bde	common_voice_cs_39341560.mp3	sedm	2	0					cs	Benchmark
401f38ae2c553f1ebf6e6d9d6987ff45eb42adafead86a39f76e6dc0d357bcba1af3c36777ec13bfe128b6e96ac77d9eae73190f313b1ff87c575c7433377bde	common_voice_cs_39341561.mp3	čtyři	2	0					cs	Benchmark
401f38ae2c553f1ebf6e6d9d6987ff45eb42adafead86a39f76e6dc0d357bcba1af3c36777ec13bfe128b6e96ac77d9eae73190f313b1ff87c575c7433377bde	common_voice_cs_39341596.mp3	ne	2	0					cs	Benchmark
401f38ae2c553f1ebf6e6d9d6987ff45eb42adafead86a39f76e6dc0d357bcba1af3c36777ec13bfe128b6e96ac77d9eae73190f313b1ff87c575c7433377bde	common_voice_cs_39341597.mp3	tři	2	0					cs	Benchmark
401f38ae2c553f1ebf6e6d9d6987ff45eb42adafead86a39f76e6dc0d357bcba1af3c36777ec13bfe128b6e96ac77d9eae73190f313b1ff87c575c7433377bde	common_voice_cs_39341598.mp3	osm	2	0					cs	Benchmark
401f38ae2c553f1ebf6e6d9d6987ff45eb42adafead86a39f76e6dc0d357bcba1af3c36777ec13bfe128b6e96ac77d9eae73190f313b1ff87c575c7433377bde	common_voice_cs_39341600.mp3	dva	2	0					cs	Benchmark
c63f5b80673527af99967af18e42acdb12315a2b7ed29a2744d8dad3d5036f19965e872a4c891f7183aa1856100520fb31cf5dc7fca69e156f5fa2e5b93577ec	common_voice_cs_38539678.mp3	osm	2	0					cs	Benchmark
c63f5b80673527af99967af18e42acdb12315a2b7ed29a2744d8dad3d5036f19965e872a4c891f7183aa1856100520fb31cf5dc7fca69e156f5fa2e5b93577ec	common_voice_cs_38539679.mp3	jedna	2	0					cs	Benchmark
c63f5b80673527af99967af18e42acdb12315a2b7ed29a2744d8dad3d5036f19965e872a4c891f7183aa1856100520fb31cf5dc7fca69e156f5fa2e5b93577ec	common_voice_cs_38539681.mp3	tři	2	0					cs	Benchmark
c63f5b80673527af99967af18e42acdb12315a2b7ed29a2744d8dad3d5036f19965e872a4c891f7183aa1856100520fb31cf5dc7fca69e156f5fa2e5b93577ec	common_voice_cs_38539682.mp3	dva	2	0					cs	Benchmark
c63f5b80673527af99967af18e42acdb12315a2b7ed29a2744d8dad3d5036f19965e872a4c891f7183aa1856100520fb31cf5dc7fca69e156f5fa2e5b93577ec	common_voice_cs_38539688.mp3	pět	2	0					cs	Benchmark
c63f5b80673527af99967af18e42acdb12315a2b7ed29a2744d8dad3d5036f19965e872a4c891f7183aa1856100520fb31cf5dc7fca69e156f5fa2e5b93577ec	common_voice_cs_38539689.mp3	ne	2	1					cs	Benchmark
c63f5b80673527af99967af18e42acdb12315a2b7ed29a2744d8dad3d5036f19965e872a4c891f7183aa1856100520fb31cf5dc7fca69e156f5fa2e5b93577ec	common_voice_cs_38539690.mp3	nula	2	0					cs	Benchmark
c63f5b80673527af99967af18e42acdb12315a2b7ed29a2744d8dad3d5036f19965e872a4c891f7183aa1856100520fb31cf5dc7fca69e156f5fa2e5b93577ec	common_voice_cs_38539691.mp3	devět	2	0					cs	Benchmark
c63f5b80673527af99967af18e42acdb12315a2b7ed29a2744d8dad3d5036f19965e872a4c891f7183aa1856100520fb31cf5dc7fca69e156f5fa2e5b93577ec	common_voice_cs_38539692.mp3	šest	2	0					cs	Benchmark
d7158ba5e3e8a750d7a69920c1eb6702cf2082e57c90fc18dee3e6cddc47626483d0cb8f8fc78fae627fbefb44bc86a95703f631b5a532d3aefaf05dddf0ab55	common_voice_cs_39584298.mp3	devět	4	0			pražský		cs	Benchmark
d7158ba5e3e8a750d7a69920c1eb6702cf2082e57c90fc18dee3e6cddc47626483d0cb8f8fc78fae627fbefb44bc86a95703f631b5a532d3aefaf05dddf0ab55	common_voice_cs_39584299.mp3	čtyři	4	0			pražský		cs	Benchmark
d7158ba5e3e8a750d7a69920c1eb6702cf2082e57c90fc18dee3e6cddc47626483d0cb8f8fc78fae627fbefb44bc86a95703f631b5a532d3aefaf05dddf0ab55	common_voice_cs_39584300.mp3	pět	2	0			pražský		cs	Benchmark
d7158ba5e3e8a750d7a69920c1eb6702cf2082e57c90fc18dee3e6cddc47626483d0cb8f8fc78fae627fbefb44bc86a95703f631b5a532d3aefaf05dddf0ab55	common_voice_cs_39584301.mp3	tři	4	0			pražský		cs	Benchmark
d7158ba5e3e8a750d7a69920c1eb6702cf2082e57c90fc18dee3e6cddc47626483d0cb8f8fc78fae627fbefb44bc86a95703f631b5a532d3aefaf05dddf0ab55	common_voice_cs_39584302.mp3	šest	4	0			pražský		cs	Benchmark
d7158ba5e3e8a750d7a69920c1eb6702cf2082e57c90fc18dee3e6cddc47626483d0cb8f8fc78fae627fbefb44bc86a95703f631b5a532d3aefaf05dddf0ab55	common_voice_cs_39584317.mp3	dva	4	0			pražský		cs	Benchmark
d7158ba5e3e8a750d7a69920c1eb6702cf2082e57c90fc18dee3e6cddc47626483d0cb8f8fc78fae627fbefb44bc86a95703f631b5a532d3aefaf05dddf0ab55	common_voice_cs_39584319.mp3	jedna	4	0			pražský		cs	Benchmark
d7158ba5e3e8a750d7a69920c1eb6702cf2082e57c90fc18dee3e6cddc47626483d0cb8f8fc78fae627fbefb44bc86a95703f631b5a532d3aefaf05dddf0ab55	common_voice_cs_39584320.mp3	osm	4	0			pražský		cs	Benchmark
d7158ba5e3e8a750d7a69920c1eb6702cf2082e57c90fc18dee3e6cddc47626483d0cb8f8fc78fae627fbefb44bc86a95703f631b5a532d3aefaf05dddf0ab55	common_voice_cs_39584322.mp3	sedm	4	0			pražský		cs	Benchmark
e2a26e018abb5cdb106278c2ca660169ddeff634416a8e3e0d6a7157d6b133d0996bbad751d3e63677350d447adc366a99385c9e86e30743a0ad1ae549fb9a55	common_voice_cs_38972352.mp3	devět	2	1					cs	Benchmark
